VisaType,countries,date_gov,date,delay,delay_days,datetype
2nd,ROW,2023-01-01,2023-10-01,273 days,273.0,Priority Date
3rd,ROW,2023-02-01,2023-10-01,242 days,242.0,Priority Date
Other Workers,ROW,2020-12-15,2023-10-01,1020 days,1020.0,Priority Date
4th,ROW,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
Certain Religious Workers,ROW,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Priority Date
1st,CHINA,2022-08-01,2023-10-01,426 days,426.0,Priority Date
2nd,CHINA,2020-01-01,2023-10-01,1369 days,1369.0,Priority Date
3rd,CHINA,2020-09-01,2023-10-01,1125 days,1125.0,Priority Date
Other Workers,CHINA,2017-06-01,2023-10-01,2313 days,2313.0,Priority Date
4th,CHINA,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
Certain Religious Workers,CHINA,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2017-01-01,2023-10-01,2464 days,2464.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
1st,INDIA,2019-07-01,2023-10-01,1553 days,1553.0,Priority Date
2nd,INDIA,2012-05-15,2023-10-01,4156 days,4156.0,Priority Date
3rd,INDIA,2012-08-01,2023-10-01,4078 days,4078.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-10-01,4078 days,4078.0,Priority Date
4th,INDIA,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
Certain Religious Workers,INDIA,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-04-01,2023-10-01,548 days,548.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Priority Date
1st,MEXICO,2023-10-01,2023-10-01,0 days,0.0,Priority Date
2nd,MEXICO,2023-01-01,2023-10-01,273 days,273.0,Priority Date
3rd,MEXICO,2023-02-01,2023-10-01,242 days,242.0,Priority Date
Other Workers,MEXICO,2020-12-15,2023-10-01,1020 days,1020.0,Priority Date
4th,MEXICO,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
Certain Religious Workers,MEXICO,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2023-01-01,2023-10-01,273 days,273.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2023-10-01,273 days,273.0,Priority Date
Other Workers,PHILIPPINES,2020-05-15,2023-10-01,1234 days,1234.0,Priority Date
4th,PHILIPPINES,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-03-01,2023-10-01,1675 days,1675.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Priority Date
1st,ROW,2023-09-01,2023-09-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2023-09-01,274 days,274.0,Priority Date
3rd,ROW,2023-05-01,2023-09-01,123 days,123.0,Priority Date
Other Workers,ROW,2020-06-01,2023-09-01,1187 days,1187.0,Priority Date
4th,ROW,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2023-09-01,457 days,457.0,Priority Date
2nd,CHINA,2019-10-08,2023-09-01,1424 days,1424.0,Priority Date
3rd,CHINA,2019-11-01,2023-09-01,1400 days,1400.0,Priority Date
Other Workers,CHINA,2016-01-01,2023-09-01,2800 days,2800.0,Priority Date
4th,CHINA,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2023-09-01,2800 days,2800.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2023-09-01,457 days,457.0,Priority Date
2nd,INDIA,2012-05-01,2023-09-01,4140 days,4140.0,Priority Date
3rd,INDIA,2012-08-01,2023-09-01,4048 days,4048.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-09-01,4048 days,4048.0,Priority Date
4th,INDIA,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-09-01,1363 days,1363.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Priority Date
1st,MEXICO,2023-09-01,2023-09-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2023-09-01,274 days,274.0,Priority Date
3rd,MEXICO,2023-05-01,2023-09-01,123 days,123.0,Priority Date
Other Workers,MEXICO,2020-06-01,2023-09-01,1187 days,1187.0,Priority Date
4th,MEXICO,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
Certain Religious Workers,MEXICO,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2023-09-01,274 days,274.0,Priority Date
3rd,PHILIPPINES,2023-05-01,2023-09-01,123 days,123.0,Priority Date
Other Workers,PHILIPPINES,2020-06-01,2023-09-01,1187 days,1187.0,Priority Date
4th,PHILIPPINES,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-10-01,2023-09-01,1796 days,1796.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Priority Date
1st,ROW,2023-08-01,2023-08-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2023-08-01,243 days,243.0,Priority Date
3rd,ROW,2023-05-01,2023-08-01,92 days,92.0,Priority Date
Other Workers,ROW,2020-06-01,2023-08-01,1156 days,1156.0,Priority Date
4th,ROW,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-08-01,2023-08-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2023-08-01,426 days,426.0,Priority Date
2nd,CHINA,2019-10-08,2023-08-01,1393 days,1393.0,Priority Date
3rd,CHINA,2019-09-01,2023-08-01,1430 days,1430.0,Priority Date
Other Workers,CHINA,2016-01-01,2023-08-01,2769 days,2769.0,Priority Date
4th,CHINA,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2023-08-01,2769 days,2769.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2023-08-01,426 days,426.0,Priority Date
2nd,INDIA,2012-05-01,2023-08-01,4109 days,4109.0,Priority Date
3rd,INDIA,2012-08-01,2023-08-01,4017 days,4017.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-08-01,4017 days,4017.0,Priority Date
4th,INDIA,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-08-01,1332 days,1332.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-08-01,2023-08-01,0 days,0.0,Priority Date
1st,MEXICO,2023-08-01,2023-08-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2023-08-01,243 days,243.0,Priority Date
3rd,MEXICO,2023-05-01,2023-08-01,92 days,92.0,Priority Date
Other Workers,MEXICO,2020-06-01,2023-08-01,1156 days,1156.0,Priority Date
4th,MEXICO,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
Certain Religious Workers,MEXICO,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-08-01,2023-08-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-08-01,2023-08-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2023-08-01,243 days,243.0,Priority Date
3rd,PHILIPPINES,2023-05-01,2023-08-01,92 days,92.0,Priority Date
Other Workers,PHILIPPINES,2020-06-01,2023-08-01,1156 days,1156.0,Priority Date
4th,PHILIPPINES,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-10-01,2023-08-01,1765 days,1765.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-08-01,2023-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-08-01,2023-08-01,0 days,0.0,Priority Date
1st,ROW,2023-07-01,2023-07-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2023-07-01,212 days,212.0,Priority Date
3rd,ROW,2023-05-01,2023-07-01,61 days,61.0,Priority Date
Other Workers,ROW,2020-02-01,2023-07-01,1246 days,1246.0,Priority Date
4th,ROW,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-07-01,2023-07-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2023-07-01,395 days,395.0,Priority Date
2nd,CHINA,2019-07-08,2023-07-01,1454 days,1454.0,Priority Date
3rd,CHINA,2019-06-01,2023-07-01,1491 days,1491.0,Priority Date
Other Workers,CHINA,2016-01-01,2023-07-01,2738 days,2738.0,Priority Date
4th,CHINA,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2023-07-01,2738 days,2738.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2023-07-01,395 days,395.0,Priority Date
2nd,INDIA,2012-05-01,2023-07-01,4078 days,4078.0,Priority Date
3rd,INDIA,2012-08-01,2023-07-01,3986 days,3986.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-07-01,3986 days,3986.0,Priority Date
4th,INDIA,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-07-01,1301 days,1301.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-07-01,2023-07-01,0 days,0.0,Priority Date
1st,MEXICO,2023-07-01,2023-07-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2023-07-01,212 days,212.0,Priority Date
3rd,MEXICO,2023-05-01,2023-07-01,61 days,61.0,Priority Date
Other Workers,MEXICO,2020-02-01,2023-07-01,1246 days,1246.0,Priority Date
4th,MEXICO,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
Certain Religious Workers,MEXICO,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-07-01,2023-07-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-07-01,2023-07-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2023-07-01,212 days,212.0,Priority Date
3rd,PHILIPPINES,2023-05-01,2023-07-01,61 days,61.0,Priority Date
Other Workers,PHILIPPINES,2020-02-01,2023-07-01,1246 days,1246.0,Priority Date
4th,PHILIPPINES,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-10-01,2023-07-01,1734 days,1734.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-07-01,2023-07-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-07-01,2023-07-01,0 days,0.0,Priority Date
1st,ROW,2023-06-01,2023-06-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2023-06-01,182 days,182.0,Priority Date
3rd,ROW,2023-05-01,2023-06-01,31 days,31.0,Priority Date
Other Workers,ROW,2020-02-01,2023-06-01,1216 days,1216.0,Priority Date
4th,ROW,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-06-01,2023-06-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2023-06-01,365 days,365.0,Priority Date
2nd,CHINA,2019-07-08,2023-06-01,1424 days,1424.0,Priority Date
3rd,CHINA,2019-06-01,2023-06-01,1461 days,1461.0,Priority Date
Other Workers,CHINA,2016-01-01,2023-06-01,2708 days,2708.0,Priority Date
4th,CHINA,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2023-06-01,2708 days,2708.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2023-06-01,365 days,365.0,Priority Date
2nd,INDIA,2012-05-01,2023-06-01,4048 days,4048.0,Priority Date
3rd,INDIA,2012-08-01,2023-06-01,3956 days,3956.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-06-01,3956 days,3956.0,Priority Date
4th,INDIA,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-06-01,1271 days,1271.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-06-01,2023-06-01,0 days,0.0,Priority Date
1st,MEXICO,2023-06-01,2023-06-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2023-06-01,182 days,182.0,Priority Date
3rd,MEXICO,2023-05-01,2023-06-01,31 days,31.0,Priority Date
Other Workers,MEXICO,2020-02-01,2023-06-01,1216 days,1216.0,Priority Date
4th,MEXICO,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
Certain Religious Workers,MEXICO,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-06-01,2023-06-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-06-01,2023-06-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2023-06-01,182 days,182.0,Priority Date
3rd,PHILIPPINES,2023-05-01,2023-06-01,31 days,31.0,Priority Date
Other Workers,PHILIPPINES,2020-02-01,2023-06-01,1216 days,1216.0,Priority Date
4th,PHILIPPINES,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-10-01,2023-06-01,1704 days,1704.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-06-01,2023-06-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-06-01,2023-06-01,0 days,0.0,Priority Date
1st,ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2023-05-01,151 days,151.0,Priority Date
3rd,ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
Other Workers,ROW,2020-02-01,2023-05-01,1185 days,1185.0,Priority Date
4th,ROW,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2023-05-01,2023-05-01,0 days,0.0,Priority Date
1st,CHINA,2022-06-01,2023-05-01,334 days,334.0,Priority Date
2nd,CHINA,2019-07-08,2023-05-01,1393 days,1393.0,Priority Date
3rd,CHINA,2019-06-01,2023-05-01,1430 days,1430.0,Priority Date
Other Workers,CHINA,2015-11-01,2023-05-01,2738 days,2738.0,Priority Date
4th,CHINA,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2023-05-01,2677 days,2677.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2023-05-01,2023-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2023-05-01,2023-05-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2023-05-01,2023-05-01,0 days,0.0,Priority Date
1st,INDIA,2022-06-01,2023-05-01,334 days,334.0,Priority Date
2nd,INDIA,2012-05-01,2023-05-01,4017 days,4017.0,Priority Date
3rd,INDIA,2012-08-01,2023-05-01,3925 days,3925.0,Priority Date
Other Workers,INDIA,2012-08-01,2023-05-01,3925 days,3925.0,Priority Date
4th,INDIA,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
Certain Religious Workers,INDIA,2018-10-01,2023-05-01,1673 days,1673.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-05-01,1240 days,1240.0,Priority Date
