VisaType,countries,date_gov,date,delay,delay_days,datetype
Certain Religious Workers,CHINA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-08-01,2056 days,2056.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-08-01,2056 days,2056.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2021-08-01,884 days,884.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2021-08-01,884 days,884.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-08-01,2021-08-01,0 days,0.0,Priority Date
1st,INDIA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
2nd,INDIA,2011-12-01,2021-08-01,3531 days,3531.0,Priority Date
3rd,INDIA,2014-02-01,2021-08-01,2738 days,2738.0,Priority Date
Other Workers,INDIA,2014-02-01,2021-08-01,2738 days,2738.0,Priority Date
4th,INDIA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-08-01,2021-08-01,0 days,0.0,Priority Date
1st,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
4th,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-08-01,2021-08-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-08-01,2021-08-01,0 days,0.0,Priority Date
1st,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
3rd,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
4th,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2021-07-01,2021-07-01,0 days,0.0,Priority Date
1st,CHINA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,CHINA,2018-07-01,2021-07-01,1096 days,1096.0,Priority Date
3rd,CHINA,2019-07-01,2021-07-01,731 days,731.0,Priority Date
Other Workers,CHINA,2010-05-01,2021-07-01,4079 days,4079.0,Priority Date
4th,CHINA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-07-01,2025 days,2025.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-07-01,2025 days,2025.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2021-07-01,853 days,853.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2021-07-01,853 days,853.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-07-01,2021-07-01,0 days,0.0,Priority Date
1st,INDIA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,INDIA,2011-12-01,2021-07-01,3500 days,3500.0,Priority Date
3rd,INDIA,2014-02-01,2021-07-01,2707 days,2707.0,Priority Date
Other Workers,INDIA,2014-02-01,2021-07-01,2707 days,2707.0,Priority Date
4th,INDIA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-07-01,2021-07-01,0 days,0.0,Priority Date
1st,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
4th,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-07-01,2021-07-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-07-01,2021-07-01,0 days,0.0,Priority Date
1st,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
3rd,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
4th,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2021-06-01,2021-06-01,0 days,0.0,Priority Date
1st,CHINA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,CHINA,2018-01-01,2021-06-01,1247 days,1247.0,Priority Date
3rd,CHINA,2019-01-01,2021-06-01,882 days,882.0,Priority Date
Other Workers,CHINA,2010-01-01,2021-06-01,4169 days,4169.0,Priority Date
4th,CHINA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-06-01,1995 days,1995.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-06-01,1995 days,1995.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2021-06-01,882 days,882.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2021-06-01,882 days,882.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Priority Date
1st,INDIA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,INDIA,2011-08-01,2021-06-01,3592 days,3592.0,Priority Date
3rd,INDIA,2014-01-01,2021-06-01,2708 days,2708.0,Priority Date
Other Workers,INDIA,2014-01-01,2021-06-01,2708 days,2708.0,Priority Date
4th,INDIA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-06-01,2021-06-01,0 days,0.0,Priority Date
1st,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
4th,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-06-01,2021-06-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Priority Date
1st,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
3rd,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
4th,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2021-05-01,2021-05-01,0 days,0.0,Priority Date
1st,CHINA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,CHINA,2017-07-01,2021-05-01,1400 days,1400.0,Priority Date
3rd,CHINA,2018-09-01,2021-05-01,973 days,973.0,Priority Date
Other Workers,CHINA,2009-11-01,2021-05-01,4199 days,4199.0,Priority Date
4th,CHINA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-05-01,1964 days,1964.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-05-01,1964 days,1964.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-05-01,912 days,912.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-05-01,912 days,912.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Priority Date
1st,INDIA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,INDIA,2011-05-15,2021-05-01,3639 days,3639.0,Priority Date
3rd,INDIA,2014-01-01,2021-05-01,2677 days,2677.0,Priority Date
Other Workers,INDIA,2014-01-01,2021-05-01,2677 days,2677.0,Priority Date
4th,INDIA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-05-01,2021-05-01,0 days,0.0,Priority Date
1st,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
4th,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-05-01,2021-05-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Priority Date
1st,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
3rd,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
4th,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2021-04-01,2021-04-01,0 days,0.0,Priority Date
1st,CHINA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,CHINA,2017-01-01,2021-04-01,1551 days,1551.0,Priority Date
3rd,CHINA,2018-08-01,2021-04-01,974 days,974.0,Priority Date
Other Workers,CHINA,2009-09-01,2021-04-01,4230 days,4230.0,Priority Date
4th,CHINA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-04-01,1934 days,1934.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-04-01,1934 days,1934.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-04-01,882 days,882.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-04-01,882 days,882.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Priority Date
1st,INDIA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,INDIA,2011-05-15,2021-04-01,3609 days,3609.0,Priority Date
3rd,INDIA,2014-01-01,2021-04-01,2647 days,2647.0,Priority Date
Other Workers,INDIA,2014-01-01,2021-04-01,2647 days,2647.0,Priority Date
4th,INDIA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-04-01,2021-04-01,0 days,0.0,Priority Date
1st,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
4th,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-04-01,2021-04-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Priority Date
1st,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
3rd,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
4th,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2021-03-01,2021-03-01,0 days,0.0,Priority Date
1st,CHINA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,CHINA,2016-10-01,2021-03-01,1612 days,1612.0,Priority Date
3rd,CHINA,2018-06-01,2021-03-01,1004 days,1004.0,Priority Date
Other Workers,CHINA,2009-07-01,2021-03-01,4261 days,4261.0,Priority Date
4th,CHINA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-12-15,2021-03-01,1903 days,1903.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2015-12-15,2021-03-01,1903 days,1903.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2021-03-01,912 days,912.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2021-03-01,912 days,912.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Priority Date
1st,INDIA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,INDIA,2011-05-15,2021-03-01,3578 days,3578.0,Priority Date
3rd,INDIA,2014-01-01,2021-03-01,2616 days,2616.0,Priority Date
Other Workers,INDIA,2014-01-01,2021-03-01,2616 days,2616.0,Priority Date
4th,INDIA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2021-03-01,2021-03-01,0 days,0.0,Priority Date
1st,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
3rd,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
4th,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-03-01,2021-03-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Priority Date
1st,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
2nd,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
3rd,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
Other Workers,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
4th,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-02-01,2021-02-01,0 days,0.0,Priority Date
